Tweet,For guns?,Location
@POTUS: Spirit Cooking:  #POTUS #animals #maga #AnimalKingdom #AmericaFirst #Poverty #God #Guts #Guns #Inequality #AMERICA #Jesus #American  #DrainTheSwamp #Qanon #Merica #AllLivesMatter #Trump #VEGETABLES #GoodThingsForLife #ThingsPeopleShouldKnow #Art,-2,"California, USA"
"@MsAvaArmstrong @Phillip_H_Davis @MalcolmOutLoud The guns in this country could not be confiscated in 10 lifetimes. Any attempt would be bloody. 
     The military and police would probably refuse.",-2,"West Palm Beach, FL"
"You don’t sell guns in the same way the NFL doesn’t sell beer: even if it’s technically true, you’re pushing the product for a hefty profit. ",-2,"Bloomfield, NJ"
"@18wheelsrollon @DLoesch Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She own this issue, and every death caused by it. ",-2,"Pennsylvania, USA"
@CanYouHockey @benshapiro Those kids are being controlled by the democrats. Control all the guns you then truly control the people. Cause then they can't fight back as effectively.,-2,"Moss Bluff, LA"
I call BS. @POTUS is not doing any if these. Life is not a reality tv show! Saying this junk and ignoring it is not taking immediate action it’s denigrating dead students killed by guns. Honor the dead. #NeverAgain ,-2,"Cupertino, CA"
"@MadameIntern Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She own this issue, and every death caused by it. ",-2,"Pennsylvania, USA"
You put conservative lives matter as if anyone is getting murdered because they are conservative? ,-2,"Eugene, OR"
"Teacher friends, great article about the teacher who taught the student activists at #StonemanDouglasHS 👏👏 ",-2,"Weston, FL"
"Since real guns are allowed everywhere now, does that mean I can finally start bringing my nerf gun with me everywhere? It shoots 90 feet!!",-2,"Marquette, MI"
"@KarylKrug @marcorubio @WhiteHouse @POTUS Kids—No changes in America’s lethal gun addiction will be forthcoming. The few laws likely to pass amount to putting filters on cigarettes and calling them safe. Remember, remember, and vote in November. If you can’t, spread the word.....says Stephen King (I agree)",-2,"Sunshine Parkway, FL"
"@_TheHardWay @DLoesch Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She own this issue, and every death caused by it. ",-2,"Pennsylvania, USA"
"No, I’m not for walking out. No, I’m not for changing the gun laws. But what I am for, is changing the attitudes of our so called “Americans”. Grow up and learn to walk up to those who need friends and help. And for those of you who did walk out, do you know the real reasons?",-2,"Maryland, USA"
"@RobertKuntz @DLoesch Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She own this issue, and every death caused by it. ",-2,"Pennsylvania, USA"
"@pattipartridge6 @marcorubio @WhiteHouse @POTUS Kids—No changes in America’s lethal gun addiction will be forthcoming. The few laws likely to pass amount to putting filters on cigarettes and calling them safe. Remember, remember, and vote in November. If you can’t, spread the word.....says Stephen King (I agree)",-2,"Sunshine Parkway, FL"
"@Guitarisdead @DLoesch Such a stupid take. Hey @Guitarisdead, your so dramatic. Are you 14? Get the facts before you allow your digits to prove you’re an idiot. I have several guns &amp; not one was bought from the @NRA but I will use them to defend myself &amp; my family.",-2,"La Habra, CA"
"@TomWWoodJr @DLoesch Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She owns this issue, and every death caused by it. ",-2,"Pennsylvania, USA"
Found the crazies! ,-2,"Decatur, IL"
ur weird asf hahahahah ,-2,"Laguna, CA"
Go fuck yourself tucker Carlson ,-2,"Narberth, PA"
This is what stupidity reads like ,-2,"Frisco, TX"
"@themarkbenjamin @marcorubio @WhiteHouse @POTUS Kids—No changes in America’s lethal gun addiction will be forthcoming. The few laws likely to pass amount to putting filters on cigarettes and calling them safe. Remember, remember, and vote in November. If you can’t, spread the word.....says Stephen King (I agree)",-2,"Sunshine Parkway, FL"
"No Bernie , you're not allowed to change on guns. To be fair, that's going off of your own standards of purity and condemnation for anyone changing on anything. (I forget, you're exempt from everything tho.) cc @SarahLerner",-2,"Charlotte, NC"
A Lesson On Gun Control  via @KrisAnneHall,-2,"North Carolina, USA"
"@Alex_B1971 @sallygirl317 @DLoesch Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She owns this issue, and every death caused by it. ",-2,"Pennsylvania, USA"
@landruajm That’s great but it doesn’t matter. We aren’t discussing his position on guns because it is in any way relevant. We’re doing it because people are mad on the internet. It’s people showing off. They are fucking peacocks.,-2,"Portland, OR"
Sad on so many levels. ,-2,"Vermont, USA"
yea yea but don’t worry teachers with guns are still a good thing right? ,-2,"Bakersfield, CA"
If this isn’t the realest quote you ever read...salute to that young king 🙏🏾 ,-2,"Bronx, NY"
"@martinspeed @realDonaldTrump By restricting gun law and usage, you are only taking away these rights from law abiding people. I agree for the need to protect our children; as if they were an ex presidents children or a child of a senator or congressman.",-2,"Alabama, USA"
Damn thats sad and very deep and true wtf amerikkka ,-2,"Charlotte, NC"
"@JoeREstrada @DLoesch @NRA Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She owns this issue, and every death caused by it. ",-2,"Pennsylvania, USA"
He right but this isn't the time for this discussion. This is about guns not bullying. ,-2,"Bronx, NY"
"All these school shootings, school treats, etc that shit is not okay. It upsets me alot. I have 3 younger siblings in school😣 it scares me",-2,"Willowbrook, CA"
"@idie_youdie @boysnoize @artoffact @_caustic_ And really, how would they address it? ""Frat bro cyber dudes took over the scene for a while and made over agressive screechy club anthems for a while. There were lots of promo pics with guns and blood, and one looked like the ShockTop orange. It sucked and we ignore it now""?",-2,"Los Angeles, CA"
"@SpaceChick2030 @marcorubio @WhiteHouse @POTUS Kids—No changes in America’s lethal gun addiction will be forthcoming. The few laws likely to pass amount to putting filters on cigarettes and calling them safe. Remember, remember, and vote in November.",-2,"Sunshine Parkway, FL"
"I want to respond to everything with ""CAN'T BAN THESE GUNS!"" Not because I don't believe in gun control (I do) but because I'm an asshole. ",-2,"St Louis, MO"
Imagine thinking this was a negative ,-2,"Irving, TX"
@davidhogg111 ,-2,"Kansas, USA"
“gun violence” literally means ANY violence due to GUNS ,-2,"Indiana, USA"
"FWM’s Middle School students, teachers, and I participate in #NationalSchoolWalkout . After a moment of silence and reflection, many students chose to write letters of thanks to CEO’s whose companies  took a stance on gun control. ",-2,"Connecticut, USA"
"@tweetiesheba @DLoesch Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She owns this issue, and every death caused by it. ",-2,"Pennsylvania, USA"
You fucking disgust me. All of you. ,-2,"Wormleysburg, PA"
@liketowatch50 @yvonne_erdmann @nowthisnews So...they're not the ones stifling the conversation about gun laws? Could have fooled me.,-2,"Maine, USA"
"@logic_patriot @DLoesch Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She owns this issue, and every death caused by it. ",-2,"Pennsylvania, USA"
@afrankie_ Did you get the notification that there is no more guns being produced since you all did the walk out,-2,"Ohio, USA"
stick to your guns sabe abrir umas rodas né,-2,"San Antonio, TX"
"For someone who so aggressively protects even potential forms of life(to the point of taking away rights of her own gender), you’d think she’d be more open to even the possibility of saving living children lives🤗 ",-2,"Blacksburg, VA"
obviously the school is not supposed to push political ideas. but shifting the blame onto the students and pretending that school shootings can be stopped with a kind word is incredibly harmful,-2,"Murrieta, CA"
&amp; yet portland high school is killing hope of the younger generations. this is the kind of hope the present and future needs. the younger generations are our future- proud of all the students who tried to participate today 👏🏼 ,-2,"Portland, MI"
"@Doubtful2012 @DLoesch Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She owns this issue, and every death caused by it. ",-2,"Pennsylvania, USA"
The NRA is an education oriented organization put together to represent the interest and rights of Americans exercising their Constitutional Rights. ,-2,"Florida, USA"
Correct ,-2,"Georgia, USA"
"@AvianSoul1 @Caitlinh24 @adamnmillennial @davidhogg111 @gridiron_guru67 Yeah they attacked Park Rangers , brave Patriots that they are . Those men were using public land and profiting but didn’t felt they didn’t have to pay for the rights ,which they agreed to when the grazed there animals.  It was the money they cared about not guns or land rights",-2,"Upper Providence Township, PA"
"For someone who so aggressively protects even potential forms of life, you’d think she’d be more open to even the possibility of saving living children lives🤗 ",-2,"Blacksburg, VA"
"A little douchebag who will be voting soon, hopefully not this November. ",-2,"Helena, MT"
"@HoopsPlayer1221 @DLoesch Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She owns this issue, and every death caused by it. ",-2,"Pennsylvania, USA"
